id,name,rarity,type,nation,icon_url
15040,잠수함용 Mark 14 어뢰,SR,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15000.webp
15060,잠수함용 Mark18 어뢰,SR,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15060.webp
15100,잠수함용 Mark 16 어뢰,R,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15100.webp
15120,잠수함용 Mark 16 어뢰,SR,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15100.webp
15140,잠수함용 Mark 16 어뢰,SSR,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15100.webp
15160,잠수함용 Mark28 어뢰,SSR,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15160.webp
15200,3연장 533mm 어뢰Mk17,R,어뢰,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15200.webp
15220,4연장 533mm 어뢰Mk17,SR,어뢰,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15220.webp
15240,5연장 533mm 어뢰Mk17,SSR,어뢰,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15240.webp
15300,533mm 어뢰 Mark35 (4연사),SSR,어뢰,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15300.webp
15500,PBY-5A 카탈리나 수상기,SR,기타,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15500.webp
16020,20mm 엘리콘 기관포,N,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16000.webp
16040,20mm 엘리콘 기관포,R,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16000.webp
16060,76mm 고사포 개조형,SR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16060.webp
16080,연장포 76mm RF 화포 Mk27,SSR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16080.webp
16100,20mm 연장 엘리콘 기관포,N,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16100.webp
16120,20mm 연장 엘리콘 기관포,R,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16100.webp
16140,20mm 연장 엘리콘 기관포,SR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16100.webp
16160,4연장 20mm 에리콘 고사포 Mk15,SR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16160.webp
16200,28mm 4연장 「시카고 피아노」,N,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16200.webp
16220,28mm 4연장 「시카고 피아노」,R,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16200.webp
16240,28mm 4연장 「시카고 피아노」,SR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16200.webp
16300,40mm 연장 보포스 기관포,N,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16300.webp
16320,40mm 연장 보포스 기관포,R,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16300.webp
16340,40mm 연장 보포스 기관포,SR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16300.webp
16400,40mm 4연장 보포스 기관포,R,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16400.webp
16420,40mm 4연장 보포스 기관포,SR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16400.webp
16440,40mm 4연장 보포스 기관포,SSR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16400.webp
16460,127mm 연장 양용포 Mk12(시한 신관),SSR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16460.webp
16480,76mm 연장 RF포 Mk37,UR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/16480.webp
17020,F2A 버팔로,N,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17000.webp
17040,F2A 버팔로,R,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17000.webp
17060,F2A 버팔로(타치대),SSR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17060.webp
17080,시제형 XF2A-4 버팔로,SR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17080.webp
17100,F4F 와일드캣,N,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17100.webp
17120,F4F 와일드캣,R,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17100.webp
17140,F4F 와일드캣,SR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17100.webp
17200,F4U 콜세어,N,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17200.webp
17220,F4U 콜세어,R,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17200.webp
17240,F4U 콜세어,SR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17200.webp
17260,F4U 콜세어 (VF-17 졸리로저스),SSR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17260.webp
17280,F4U(VBF-94 중대),SSR,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17280.webp
17300,F6F 헬캣,R,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17300.webp
17320,F6F 헬캣,SR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17300.webp
17340,F6F 헬캣,SSR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17300.webp
17360,F7F 타이거캣,SSR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17360.webp
17380,F8F 베어캣,SSR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17380.webp
17400,XF5F 스카이로켓,SR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17400.webp
17420,시제형 XF5U 플라잉 팬케이크,SSR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17420.webp
17440,F6F 헬캣(HVAR 탑재형),SSR,전투기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17440.webp
17460,시제형 F8F 베어캣(수상기),SSR,수상기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/17460.webp
18020,TBD 데버스테이터,N,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18000.webp
18040,TBD 데버스테이터,R,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18000.webp
18060,TBD데버스테이터(VT-8중대),SSR,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18060.webp
18100,TBF 어벤저,N,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18100.webp
18120,TBF 어벤저,R,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18100.webp
18140,TBF 어벤저,SR,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18100.webp
18180,TBM 어벤져(VT-18중대),SSR,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18180.webp
18220,XTB2D-1 스카이파이렛,SSR,뇌격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/18220.webp
19020,SBD 돈틀리스,N,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19000.webp
19040,SBD 돈틀리스,R,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19000.webp
19060,SBD 돈틀리스 (맥클러스키대),SSR,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19060.webp
19100,SB2C 헬다이버,N,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19100.webp
19120,SB2C 헬다이버,R,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19100.webp
19140,SB2C 헬다이버,SR,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19100.webp
19160,실험형XSB3C-1,SSR,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19160.webp
19200,BTD-1 디스트로이어,R,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19200.webp
19220,BTD-1 디스트로이어,SR,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19200.webp
19240,BTD-1 디스트로이어,SSR,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19200.webp
19300,AD-1 스카이레이더,UR,폭격기,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/19300.webp
21020,102mm 단장 부포,N,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21000.webp
21040,102mm 단장 부포,R,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21000.webp
21120,102mm 연장 부포,N,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21100.webp
21140,102mm 연장 부포,R,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21100.webp
21160,연장포102mm 부포 Mark XVI,SR,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21160.webp
21200,102mm 3연장 부포,N,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21200.webp
21220,102mm 3연장 부포,R,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21200.webp
21240,102mm 3연장 부포,SR,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21200.webp
21320,120mm 단장포,N,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21300.webp
21340,120mm 단장포,R,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21300.webp
21400,120mm 연장포,N,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21400.webp
21420,120mm 연장포,R,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21400.webp
21440,120mm 연장포,SR,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21400.webp
21460,연장포120mm 고평양용포 Mark XI,SSR,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21460.webp
21500,134mm 연장 고사포,N,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21500.webp
21520,134mm 연장 고사포,R,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21500.webp
21540,134mm 연장 고사포,SR,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21500.webp
21600,114mm 연장 양용포 MarkIV,SSR,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21600.webp
21620,113mm 단장 양용포 Mark IV,SSR,함포(구축),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21620.webp
22020,152mm 단장포,N,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22000.webp
22040,152mm 단장포,R,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22000.webp
22060,연장포152mm 부포,R,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22060.webp
22100,152mm 연장포,N,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22100.webp
22120,152mm 연장포,R,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22100.webp
22140,152mm 연장포,SR,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22100.webp
22200,152mm 3연장포,N,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22200.webp
22220,152mm 3연장포,R,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22200.webp
22240,152mm 3연장포,SR,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22200.webp
22260,시제형 152mm 3연장포,SSR,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22260.webp
22280,시제형 4연장 152mm 주포,UR,함포(경순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/22280.webp
23000,203mm 연장포,N,함포(중순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/23000.webp
23020,203mm 연장포,R,함포(중순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/23000.webp
23040,203mm 연장포,SR,함포(중순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/23000.webp
23100,시제형 234mm 연장포,SSR,함포(중순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/23100.webp
23120,시제형 234mm 3연장포,UR,함포(중순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/23120.webp
23200,시제형 3연장 203mm 주포 Mark IX,SSR,함포(중순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/23200.webp
23220,시제형 203mm 3연장포 Mark X,SSR,함포(중순),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/23220.webp
24000,356mm 4연장포,R,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24000.webp
24020,356mm 4연장포,SR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24000.webp
24040,356mm 4연장포,SSR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24000.webp
24060,연장포356mm 주포,SR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24060.webp
24100,381mm 연장포,N,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24100.webp
24120,381mm 연장포,R,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24100.webp
24140,381mm 연장포,SR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24100.webp
24160,시제형 381mm 3연장포,SSR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24160.webp
24200,406mm 3연장포,R,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24200.webp
24220,406mm 3연장포,SR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24200.webp
24240,406mm 3연장포,SSR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24200.webp
24300,381mm 연장포·改,R,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24300.webp
24320,381mm 연장포·改,SR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24300.webp
24340,381mm 연장포·改,SSR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24300.webp
24400,시제형 406mm 3연장포 Mk.II,UR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24400.webp
24420,시제형 419mm 3연장포 Mk.I,SSR,함포(전함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/24420.webp
25000,3연장 533mm 어뢰 Mark IX,R,어뢰,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25000.webp
25020,4연장 533mm 어뢰 Mark IX,SR,어뢰,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25020.webp
25040,5연장 533mm 어뢰 Mark IX,SSR,어뢰,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25040.webp
25100,잠수함용 Mark VIII 어뢰,N,어뢰(잠수함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25100.webp
25120,잠수함용 Mark VIII 어뢰,R,어뢰(잠수함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25100.webp
25140,잠수함용 Mark VIII 어뢰,SR,어뢰(잠수함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25100.webp
25200,잠수함용 Mark 12 어뢰-페리,SSR,어뢰(잠수함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25200.webp
25300,잠수함용 Mark 20 S어뢰-페터,SSR,어뢰(잠수함),HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25300.webp
25800,대잠 박격포(헷지호그),SSR,설비,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/25800.webp
26020,40mm 연장 폼폼 포,N,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26000.webp
26040,40mm 연장 폼폼 포,R,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26000.webp
26060,연장포40mm 보포스 대공포 Mark I,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26060.webp
26100,40mm 4연장 폼폼 포,N,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26100.webp
26120,40mm 4연장 폼폼 포,R,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26100.webp
26140,40mm 4연장 폼폼 포,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26100.webp
26200,40mm 8연장 폼폼 포,R,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26200.webp
26220,40mm 8연장 폼폼 포,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26200.webp
26240,40mm 8연장 폼폼 포,SSR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26200.webp
26300,76mm 고사포,N,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26300.webp
26320,76mm 고사포,R,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26300.webp
26340,76mm 고사포,SR,대공포,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26300.webp
26360,20mm 에리콘 고사포 MkII,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26360.webp
26380,20mm 연장 엘리콘 고각포 Mk.V,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26380.webp
26400,102mm 고사포,N,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26400.webp
26420,102mm 고사포,R,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26400.webp
26440,102mm 고사포,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26400.webp
26460,120mm 고사포 Mark VIII,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26460.webp
26500,113mm 연장 고사포,R,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26500.webp
26520,113mm 연장 고사포,SR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26500.webp
26540,113mm 연장 고사포,SSR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26500.webp
26600,연장 보포스 40mm 기관포 STAAG,SSR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26600.webp
26620,40mm 연장 보포스 해즐미어,SSR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26620.webp
26640,134mm 연장 고각포,SSR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/21500.webp
26660,6연장 보포스 40mm 대공포,SSR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26660.webp
26680,134mm 고각연장포(시한 신관),SSR,대공포,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/26680.webp
27000,시파이어,N,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27000.webp
27020,시파이어,R,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27000.webp
27040,시파이어,SR,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27000.webp
27060,시파이어 FR.47,SSR,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27060.webp
27100,시팽,R,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27100.webp
27120,시팽,SR,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27100.webp
27140,시팽,SSR,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27100.webp
27220,씨 글래디에이터,N,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27200.webp
27240,씨 글래디에이터,R,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27200.webp
27260,허리케인,R,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27260.webp
27300,시 퓨리,SSR,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27300.webp
27320,시 호넷,SSR,전투기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/27320.webp
28000,소드피쉬,N,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28000.webp
28020,소드피쉬,R,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28000.webp
28040,소드피쉬,SR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28000.webp
28060,소드피쉬 (818중대),SSR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28060.webp
28100,바라쿠다,R,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28100.webp
28120,바라쿠다,SR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28100.webp
28140,바라쿠다,SSR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28100.webp
28200,파이어브랜드,SSR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28200.webp
28220,파이어크레스트,SSR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28220.webp
28300,페어리 알바코어,N,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28300.webp
28320,페어리 알바코어,R,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28300.webp
28340,페어리 알바코어,SR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28300.webp
28400,와이번,UR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28400.webp
28420,시제형 스피어피쉬,UR,뇌격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/28420.webp
29020,스쿠아,N,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29000.webp
29040,스쿠아,R,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29000.webp
29100,풀머,N,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29100.webp
29120,풀머,R,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29100.webp
29140,풀머,SR,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29100.webp
29200,파이어플라이,SSR,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29200.webp
29220,페어리 파이어플라이(1771중대),SSR,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29220.webp
29300,바라쿠다(831중대),SSR,폭격기,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/29300.webp
30000,305mm 연장포,R,함포(전함),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/30000.webp
31000,98식 100mm 연장 고사포,R,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31000.webp
31020,98식 100mm 연장 고사포,SR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31000.webp
31040,98식 100mm 연장 고사포,SSR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31000.webp
31060,100mm88식 화포,SR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31060.webp
31080,100mm 2연장 98식 고각포改,UR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31080.webp
31120,120mm 단장포,N,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31100.webp
31140,120mm 단장포,R,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31100.webp
31160,11연식 120mm 단장포,R,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31160.webp
31180,120mm 단장 고각포,SR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31180.webp
31200,127mm 연장포,N,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31200.webp
31220,127mm 연장포,R,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31200.webp
31240,127mm 연장포,SR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31200.webp
31260,127mm 단장 양용포,R,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31260.webp
31280,127mm 연장포改,SR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31280.webp
31300,127mm 연장포 (D형),SSR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31300.webp
31320,시제형 127mm 5식 연장포,UR,함포(구축),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/31320.webp
32020,140mm 단장포,N,함포(경순),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/32000.webp
32040,140mm 단장포,R,함포(경순),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/32000.webp
32060,152mm 단장포,R,함포(경순),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/32060.webp
32100,140mm 연장포,N,함포(경순),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/32100.webp
32120,140mm 연장포,R,함포(경순),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/32100.webp
32140,140mm 연장포,SR,함포(경순),IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/32100.webp
