id,shipgirl,skin,tag,category,shipyard_url
202302,카리브디스,반짝이는 드레스,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202302.webp
202303,카리브디스,시원한 물방울,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202303.webp
202310,벨로나,벨로나,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202310.webp
202311,벨로나,메이드의 전투 체험,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202311.webp
202320,엔터프라이즈(경순),엔터프라이즈(경순),X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202320.webp
202330,스킬라,스킬라,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202330.webp
202331,스킬라,방과 후의 밀담,X,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202331.webp
202332,스킬라,쏟아지는 조명 속,특수배경 (움짤),파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202332.webp
202333,스킬라,시녀의 심판,"쁘띠모션, 배경",이집트 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202333.webp
202340,리버풀,리버풀,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202340.webp
202341,리버풀,블레싱 블레이즈,배경,이세계 모험,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202341.webp
202350,클레오파트라,클레오파트라,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202350.webp
202351,클레오파트라,별빛과 장미,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202351.webp
202360,트리니다드,트리니다드,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202360.webp
202361,트리니다드,드레싱 트래퍼,쁘띠모션,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/202361.webp
203010,런던,런던,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203010.webp
203011,런던,유능한 비서,"배경, 쁘띠모션",오피스 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203011.webp
203018,런던,세리머니 오브 플래티넘,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203018.webp
203019,런던,런던·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203019.webp
203020,슈롭셔,슈롭셔,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203020.webp
203029,슈롭셔,슈롭셔·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203029.webp
203030,켄트,켄트,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203030.webp
203040,서포크,서포크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203040.webp
203049,서포크,서포크·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203049.webp
203050,노포크,노포크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203050.webp
203060,도셋셔,도셋셔,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203060.webp
203070,요크,요크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203070.webp
203071,요크,truth seeker,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203071.webp
203072,요크,푸른 물결의 소환사,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203072.webp
203078,요크,영백한 서약,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203078.webp
203079,요크,요크·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203079.webp
203080,엑세터,엑세터,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203080.webp
203081,엑세터,영광은 건배와 함께,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203081.webp
203089,엑세터,엑세터·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203089.webp
203090,서식스,서식스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203090.webp
203091,서식스,태양과 튤립,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203091.webp
203092,서식스,와인과 로즈,특수배경 (움짤),파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203092.webp
203100,꼬마 체셔,꼬마 체셔,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203100.webp
203130,데본셔,데본셔,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203130.webp
203131,데본셔,데몬 새디스틱,"L2D, 배경",이세계 모험,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/203131.webp
204010,리나운,리나운,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204010.webp
204011,리나운,우아한 로열 프라이드,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204011.webp
204020,리펄스,리펄스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204020.webp
204021,리펄스,춘화의 연무,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204021.webp
204030,후드,후드,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204030.webp
204031,후드,햇살 속의 숙녀,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204031.webp
204032,후드,오색빛 Glorius,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204032.webp
204033,후드,아침 햇살의 숙녀,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204033.webp
204034,후드,숙녀와 서러브레드,배경,오피스 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204034.webp
204035,후드,그녀를 위한 엘레강스,"쁘띠모션, 배경",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204035.webp
204038,후드,순결한 사랑,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204038.webp
204040,꼬마 리나운,꼬마 리나운,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/204040.webp
205010,퀸 엘리자베스,퀸 엘리자베스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205010.webp
205011,퀸 엘리자베스,여왕님의 무도회,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205011.webp
205012,퀸 엘리자베스,A Night At The Stage,특수배경 (움짤),Live,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205012.webp
205013,퀸 엘리자베스,여왕의 학원 명령,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205013.webp
205014,퀸 엘리자베스,금운의 프리미엄 로열,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205014.webp
205015,퀸 엘리자베스,Maid·My·Highness,"L2D, 배경",메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205015.webp
205016,퀸 엘리자베스,시사이드 오더즈,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205016.webp
205020,워스파이트,워스파이트,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205020.webp
205021,워스파이트,전사의 크리스마스 선물,배경,크리스마스,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205021.webp
205022,워스파이트,Under Pleasure,특수배경 (움짤),Live,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205022.webp
205023,워스파이트,올드 레이디의 수박 자르기,배경,닌자의 성,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205023.webp
205029,워스파이트,워스파이트·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205029.webp
205030,넬슨,넬슨,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205030.webp
205031,넬슨,달의 마녀,X,할로윈,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205031.webp
205032,넬슨,파랑과 금빛의 여름 라이트,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205032.webp
205039,넬슨,넬슨·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205039.webp
205040,로드니,로드니,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205040.webp
205041,로드니,미래의 Ms.시사이드,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205041.webp
205043,로드니,완벽한 가인,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205043.webp
205048,로드니,행복의 전당,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205048.webp
205050,킹 조지 5세,킹 조지 5세,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205050.webp
205051,킹 조지 5세,온순한 장미,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205051.webp
205060,프린스 오브 웨일즈,프린스 오브 웨일즈,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205060.webp
205061,프린스 오브 웨일즈,윈저의 태양,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205061.webp
205062,프린스 오브 웨일즈,로열 네이비의 풍류,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205062.webp
205064,프린스 오브 웨일즈,영광의 빅토리 레이싱,특수배경 (움짤),극속광열,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205064.webp
205065,프린스 오브 웨일즈,"기사의 선율, 소녀의 별하늘",특수배경 (움짤),파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205065.webp
205070,듀크 오브 요크,듀크 오브 요크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205070.webp
205072,듀크 오브 요크,영원한 밤의 코롤라,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205072.webp
205073,듀크 오브 요크,위대한 글로리어스 포뮬러,특수배경 (움짤),극속광열,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205073.webp
205074,듀크 오브 요크,지혜로운 페다고그,"배경, 쁘띠모션",오피스 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205074.webp
205090,하우,하우,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205090.webp
205091,하우,Noble Rouge,배경,사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205091.webp
205092,하우,Cookie·Maid·Princess,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205092.webp
205093,하우,럭셔리 나이트 파티,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205093.webp
205100,밸리언트,밸리언트,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205100.webp
205101,밸리언트,리틀 간호사의 시간,배경,병원,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205101.webp
205102,밸리언트,밸리언트 폐하？,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205102.webp
205110,리벤지,리벤지,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205110.webp
205111,리벤지,진격의 당돌한 메이드,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205111.webp
205130,뱅가드,뱅가드,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205130.webp
205131,뱅가드,애매한 마스커레이드,"L2D, 배경",메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205131.webp
205140,로열 오크,로열 오크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205140.webp
205141,로열 오크,우울 소녀는 도망치고 싶어,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205141.webp
205160,라이온,라이온,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205160.webp
205161,라이온,나른한 댄딜라이온,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/205161.webp
206010,허미즈,허미즈,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206010.webp
206019,허미즈,허미즈·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206019.webp
206020,아거스,아거스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206020.webp
206021,아거스,날 밝은 줄 모르는 숙면,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206021.webp
206022,아거스,트라이 앤드 엑스퀴짓,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206022.webp
206023,아거스,위엄 있는 수영복 특훈,"L2D+, 배경, 브금",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206023.webp
206030,유니콘,유니콘,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206030.webp
206031,유니콘,작은 별의 디바,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206031.webp
206032,유니콘,봄의 선물,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206032.webp
206033,유니콘,꿈에 그리던 유원지,"L2D, 배경",사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206033.webp
206034,유니콘,소원의 눈과 매화,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206034.webp
206035,유니콘,천사의 MY NIGHT,"L2D, 특수배경 (움짤)",Live,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206035.webp
206036,유니콘,시원한 독서 시간,배경,홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206036.webp
206037,유니콘,천사의 간호,배경,병원,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206037.webp
206038,유니콘,행복의 순백,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206038.webp
206039,유니콘,유니콘·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206039.webp
206040,센토,센토,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206040.webp
206041,센토,해변의 운디네,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206041.webp
206042,센토,청량한 봄바람,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206042.webp
206050,체이서,체이서,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206050.webp
206051,체이서,이스트 글림 견문록,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206051.webp
206052,체이서,Gamer Style,배경,사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206052.webp
206060,퍼시어스,퍼시어스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206060.webp
206061,퍼시어스,미숙한 근무 시간,배경,병원,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206061.webp
206062,퍼시어스,봄빛의 릴랙제이션,"L2D, 배경",이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206062.webp
206070,알비온,알비온,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206070.webp
206071,알비온,은빛 달 아래의 요정,배경,할로윈,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206071.webp
206072,알비온,주각에 풍겨드는 봄 향기,"L2D, 특수배경 (움짤)",이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206072.webp
206073,알비온,요정향의 조찬,"쁘띠모션, 배경",홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206073.webp
206080,테세우스,테세우스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206080.webp
206081,테세우스,휘파람새의 흰 날개,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/206081.webp
207010,이글,이글,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207010.webp
207011,이글,인턴 의사 이글,배경,병원,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207011.webp
207020,아크 로열,아크 로열,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207020.webp
207021,아크 로열,해안의 감시자,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207021.webp
207022,아크 로열,연회장의 수호자,"L2D, 배경",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207022.webp
207023,아크 로열,신년의 수호자,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207023.webp
207024,아크 로열,카페의 관찰 데이트?,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207024.webp
207025,아크 로열,오더 오브 어뮤즈먼트,특수배경 (움짤),동화 속 세계,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207025.webp
207028,아크 로열,순백의 수호자,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207028.webp
207029,아크 로열,아크 로열·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207029.webp
207030,일러스트리어스,일러스트리어스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207030.webp
207031,일러스트리어스,끝나지 않는 다과회,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207031.webp
207032,일러스트리어스,빛나는 무도회,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207032.webp
207033,일러스트리어스,이국의 일러스트리어스,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207033.webp
207035,일러스트리어스,봄날의 사랑,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207035.webp
207036,일러스트리어스,부드러운 빛은 음색과 함께,특수배경 (움짤),파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207036.webp
207037,일러스트리어스,두 사람의 공부 시간,"L2D, 배경",오피스 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207037.webp
207038,일러스트리어스,사랑과 희망의 샛별,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207038.webp
207040,빅토리어스,빅토리어스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207040.webp
207041,빅토리어스,여신의 휴일,배경,사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207041.webp
207042,빅토리어스,여신의 가이드,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207042.webp
207043,빅토리어스,선선하고 아름다운 밤에,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207043.webp
207050,포미더블,포미더블,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207050.webp
207051,포미더블,해변의 로열 레이디,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207051.webp
207052,포미더블,클래식 드레스 업!,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207052.webp
207053,포미더블,가슴 설레는 주번 활동,"L2D, 배경",학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207053.webp
207054,포미더블,로큰 알코올,"쁘띠모션, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207054.webp
207055,포미더블,애니버서리 메모리즈,"L2D, 배경",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207055.webp
207060,글로리어스,글로리어스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207060.webp
207061,글로리어스,영광스런 학원 생활,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207061.webp
207062,글로리어스,시원한 밤의 향설,"L2D, 특수배경 (움짤)",이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207062.webp
207070,임플래커블,임플래커블,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207070.webp
207071,임플래커블,"사무실에서의 ""사고""","배경, 쁘띠모션",학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207071.webp
207072,임플래커블,유향 머무는 잔,"L2D, 특수배경 (움짤)",이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207072.webp
207090,꼬마 일러스트리어스,꼬마 일러스트리어스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207090.webp
207110,일러스트리어스(μ장비),일러스트리어스(μ장비),X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207110.webp
207120,인도미터블,인도미터블,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207120.webp
207121,인도미터블,나른한 메이드씨,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207121.webp
207130,꼬마 포미더블,꼬마 포미더블,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207130.webp
207140,포미더블(μ장비),포미더블(μ장비),X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/207140.webp
213010,에레버스,에레버스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213010.webp
213011,에레버스,환상의 행복,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213011.webp
213012,에레버스,크로스드레싱 매직,배경,할로윈,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213012.webp
213020,테러,테러,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213020.webp
213021,테러,테러 오브 핼러윈,X,할로윈,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213021.webp
213040,애버크롬비,애버크롬비,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213040.webp
213041,애버크롬비,스크리밍 펌킨!,배경,할로윈,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213041.webp
213042,애버크롬비,못된 토끼의 장난!,"L2D, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213042.webp
213043,애버크롬비,오션 체이스,배경,특수 훈련,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/213043.webp
231210,재블린,언유주얼 댄스,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/231210.webp
236030,유니콘,행복 무브먼트,특수배경 (움짤),파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/236030.webp
236031,유니콘,화이트 마이 엔젤,배경,이세계 모험,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/236031.webp
236032,유니콘,Champion of Unicorn,배경,스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/236032.webp
237030,일러스트리어스,스위트 애프터눈 티,"쁘띠모션, 배경",사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/237030.webp
299010,넵튠,넵튠,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299010.webp
299011,넵튠,루돌프 프린세스,특수배경 (움짤),크리스마스,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299011.webp
299012,넵튠,심해 함선 마린스노우,특수배경 (움짤),파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299012.webp
299013,넵튠,토끼 경찰 출동!,배경,특수 훈련,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299013.webp
299020,모나크,모나크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299020.webp
299021,모나크,화이트 워릭,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299021.webp
299022,모나크,블랙 제라드,배경,이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299022.webp
299023,모나크,시티 디텍티브,배경,특수 훈련,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299023.webp
299024,모나크,비치 아이코닉,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299024.webp
299030,체셔,체셔,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299030.webp
299031,체셔,Dating Summer！,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299031.webp
299032,체셔,음악현란CaitSith,"L2D, 특수배경 (움짤)",이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299032.webp
299033,체셔,얼음공주,L2D,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299033.webp
299034,체셔,팬시 나이트 드림,"L2D, 특수배경 (움짤)",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299034.webp
299038,체셔,새하얀 바다의 선율,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299038.webp
299040,드레이크,드레이크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299040.webp
299041,드레이크,황금 사슴의 여유로운 시간,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299041.webp
299050,플리머스,플리머스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299050.webp
299051,플리머스,상쾌한 이노센트 돌,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/299051.webp
