id,reason,name,image_url,아이웨어,자세,방향,강조부위,머리색,머리 다중색,눈색,수인특징
105092,충돌,여행의 선율,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105092%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,적색,없음
105093,충돌,노을의 카바티나,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105093%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,갈색,없음
105099,충돌,콜로라도·改,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105099%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,분홍,없음
105110,충돌,웨스트버지니아,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105110%2Fpainting.png,없음,서기,정면,없음,흑발,그라데이션,적색,없음
105112,충돌,시닉 랩소디,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105112%2Fpainting.png,없음,서기,정면,없음,흑발,단색,분홍,없음
105119,충돌,웨스트버지니아·改,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105119%2Fpainting.png,없음,서기,정면,없음,흑발,단색,적색,없음
105120,충돌,노스캐롤라이나,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105120%2Fpainting.png,없음,서기,정면,없음,금발,단색,청색,없음
105121,충돌,비밀의 환복 연습?,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105121%2Fpainting.png,없음,눕기,정면,없음,금발,단색,청색,동물귀
105122,충돌,태양의 유니크,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105122%2Fpainting.png,없음,엎드리기,후면,발바닥,금발,단색,청색,없음
105170,충돌,뉴저지,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105170%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,보라,없음
105171,충돌,두근두근 무대 시간!,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105171%2Fpainting.png,없음,서기,후면,겨드랑이,은발·백발,단색,청색,동물귀
105172,충돌,한여름의 레저 타임,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105172%2Fpainting.png,없음,엎드리기,후면,발바닥,청발,그라데이션,청색,없음
105173,충돌,달빛 아래 Let's Dance!,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105173%2Fpainting.png,없음,서기,정면,없음,청발,그라데이션,청색,없음
105174,충돌,블랙 프렐류드,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105174%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,청발,단색,청색,없음
105178,충돌,스노우블라이드 러브,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105178%2Fpainting.png,없음,서기,후면,없음,청발,그라데이션,청색,동물귀
105190,충돌,매사추세츠,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105190%2Fpainting.png,없음,서기,정면,없음,은발·백발,기타,청색,없음
105191,충돌,연회의 준비,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F105191%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,없음
106010,충돌,롱 아일랜드,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F106010%2Fpainting.png,없음,서기,정면,없음,갈색,단색,청색,없음
106011,충돌,건어물 3콤보!,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F106011%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,갈색,단색,청색,없음
106013,충돌,L.I.@핼러윈 한정 생방 중,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F106013%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,보라,단색,청색,없음
106014,충돌,유령 씨의 카운터 서비스?,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F106014%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,흑발,단색,청색,없음
106015,충돌,세뱃돈은 다다익선!,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F106015%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,갈색,단색,청색,없음
106019,충돌,롱 아일랜드·改,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F106019%2Fpainting.png,없음,서기,정면,없음,갈색,단색,보라,없음
107040,충돌,레인저,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107040%2Fpainting.png,없음,서기,정면,발바닥,분홍,단색,보라,없음
107049,충돌,레인저·改,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107049%2Fpainting.png,없음,서기,정면,없음,분홍,단색,청색,없음
107090,충돌,에식스,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107090%2Fpainting.png,없음,서기,정면,없음,은발·백발,그라데이션,갈색,없음
107091,충돌,66번 국도 여행,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107091%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,청발,단색,금색,없음
107092,충돌,Craft Fairytail,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107092%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,은발·백발,단색,금색,없음
107093,충돌,필묵으로 그린 건곤,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107093%2Fpainting.png,없음,서기,정면,없음,청발,그라데이션,금색,없음
107094,충돌,탐정 에식스,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107094%2Fpainting.png,없음,서기,정면,없음,보라,단색,금색,없음
107095,충돌,크로스본 엑스트라,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107095%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,청발,단색,적색,없음
107096,충돌,코스 88의 바람,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107096%2Fpainting.png,없음,서기,정면,없음,청발,단색,갈색,없음
107097,충돌,스타트 라인 스플래시,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107097%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,청발,그라데이션,금색,없음
107099,충돌,에식스·改,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107099%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,금색,없음
107100,충돌,요크타운Ⅱ,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107100%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,청색,없음
107101,충돌,밝은 하늘의 인어,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107101%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,없음
107102,충돌,"온기를 나누는 저녁 (듀얼, L2D, 배경)",https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107102%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,은발·백발,단색,청색,"동물귀, 꼬리"
107103,충돌,"온기를 나누는 저녁 (듀얼, 쁘띠모션, 배경)",https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107103%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,동물귀
107110,충돌,인트레피드,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107110%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,보라,없음
107111,충돌,인트레피드의 일투,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107111%2Fpainting.png,없음,서기,정면,없음,보라,단색,청색,없음
107140,충돌,타이콘데로가,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107140%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,청색,없음
107141,충돌,검은 토끼의 무대 쇼,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107141%2Fpainting.png,없음,앉기·무릎꿇기,정면,겨드랑이,은발·백발,단색,청색,동물귀
107142,충돌,선샤인 프린세스,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107142%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,그라데이션,청색,없음
107160,충돌,렉싱턴II,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107160%2Fpainting.png,없음,서기,정면,없음,분홍,단색,보라,없음
107161,충돌,사근사근한 메이드,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107161%2Fpainting.png,없음,앉기·무릎꿇기,후면,발바닥,분홍,단색,분홍,없음
107170,충돌,벙커힐,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107170%2Fpainting.png,없음,서기,정면,없음,금발,단색,적색,없음
107171,충돌,휴식 미션,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107171%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,금발,단색,금색,없음
107220,충돌,인디펜던스,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107220%2Fpainting.png,없음,서기,정면,없음,갈색,단색,적색,없음
107221,충돌,이쪽의 학원으로,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107221%2Fpainting.png,없음,서기,정면,없음,갈색,단색,적색,없음
107222,충돌,「인디펜던스」 브랜드,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107222%2Fpainting.png,없음,서기,정면,겨드랑이,흑발,단색,적색,없음
107223,충돌,Relaxation.I,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107223%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,흑발,단색,적색,없음
107224,충돌,해풍의 Lucky Time,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107224%2Fpainting.png,없음,서기,정면,없음,흑발,단색,적색,없음
107225,충돌,릴랙세이션 비치,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107225%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,흑발,단색,적색,없음
107229,충돌,인디펜던스·改,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107229%2Fpainting.png,없음,서기,정면,없음,갈색,단색,적색,없음
107230,충돌,프린스턴,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107230%2Fpainting.png,없음,서기,정면,없음,분홍,단색,분홍,없음
107231,충돌,해변의 특별 훈련,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107231%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,분홍,단색,적색,없음
107232,충돌,롤리팝·캔디랜드,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107232%2Fpainting.png,없음,서기,정면,없음,분홍,그라데이션,적색,없음
107233,충돌,루돌프의 선물,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107233%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,분홍,단색,적색,없음
107250,충돌,카우펜스,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107250%2Fpainting.png,없음,서기,정면,없음,적발,단색,금색,동물귀
107251,충돌,밀키 케어,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107251%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,갈색,단색,금색,"뿔, 동물귀"
107270,충돌,랭글리Ⅱ,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107270%2Fpainting.png,안경,서기,후면,없음,은발·백발,단색,갈색,없음
107271,충돌,베케이션 온 타임,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107271%2Fpainting.png,안경,서기,정면,없음,녹발,단색,금색,없음
107290,충돌,바탄,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107290%2Fpainting.png,없음,서기,정면,없음,금발,단색,청색,없음
107291,충돌,폭신폭신 파자마,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107291%2Fpainting.png,없음,서기,정면,없음,금발,단색,청색,"동물귀, 꼬리"
107300,충돌,샌 재신토,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107300%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,보라,없음
107301,충돌,오늘의 특별 추천,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107301%2Fpainting.png,없음,서기,후면,없음,은발·백발,단색,보라,"동물귀, 꼬리"
107380,충돌,샹그릴라,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107380%2Fpainting.png,안경,서기,정면,없음,은발·백발,단색,갈색,없음
107381,충돌,유토피아의 수집가,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107381%2Fpainting.png,안경,서기,정면,없음,은발·백발,그라데이션,금색,없음
107382,충돌,잃어버린 세계의 탐험가,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F107382%2Fpainting.png,안경,서기,정면,없음,은발·백발,단색,보라,없음
108020,충돌,알바코어,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108020%2Fpainting.png,고글,서기,후면,겨드랑이,금발,단색,청색,없음
108021,충돌,블랙 드레스 아래의「비밀」,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108021%2Fpainting.png,없음,서기,후면,없음,금발,단색,녹색,없음
108022,충돌,"상자 속의 ""서프라이즈""",https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108022%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,동물귀
108040,충돌,블루길,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108040%2Fpainting.png,없음,앉기·무릎꿇기,후면,발바닥,보라,단색,청색,없음
108041,충돌,견습 에이스 필더!,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108041%2Fpainting.png,없음,서기,정면,발바닥,보라,그라데이션,청색,없음
108060,충돌,아처피시,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108060%2Fpainting.png,없음,앉기·무릎꿇기,후면,발바닥,은발·백발,단색,보라,없음
108061,충돌,바니 특제 음료,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108061%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,보라,없음
108062,충돌,옆자리의 장난꾸러기,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108062%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,보라,꼬리
108070,충돌,노틸러스,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108070%2Fpainting.png,없음,서기,후면,겨드랑이,청발,단색,금색,없음
108071,충돌,검은 토끼 휴식 중,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108071%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,청발,그라데이션,금색,없음
108072,충돌,물속에 핀 반짝이는 꽃,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108072%2Fpainting.png,없음,눕기,정면,발바닥,청발,단색,금색,없음
108090,충돌,헤링,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108090%2Fpainting.png,없음,앉기·무릎꿇기,정면,발바닥,은발·백발,단색,청색,없음
108091,충돌,섀도우리스 타운,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F108091%2Fpainting.png,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,은색·회색,없음
131170,충돌,"치킨랩, 그리고 졸음…",https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F131170%2Fpainting.png,없음,눕기,정면,없음,은발·백발,단색,적색,없음
131171,충돌,슬립 아마겟돈…,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F131171%2Fpainting.png,없음,앉기·무릎꿇기,후면,발바닥,은발·백발,단색,금색,없음
131172,충돌,레이지 데이타임,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F131172%2Fpainting.png,없음,눕기,정면,없음,은발·백발,단색,적색,없음
199010,충돌,시애틀,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199010%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
199011,충돌,고저스 파티,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199011%2Fpainting.png,없음,앉기·무릎꿇기,후면,없음,은발·백발,단색,갈색,없음
199012,충돌,크리스마스 파티 준비 중!,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199012%2Fpainting.png,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
199013,충돌,Sunfish Spell！,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199013%2Fpainting.png,없음,서기,정면,없음,은발·백발,그라데이션,보라,없음
199020,충돌,조지아,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199020%2Fpainting.png,없음,서기,정면,없음,흑발,단색,청색,없음
199021,충돌,사우스타운 펄,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199021%2Fpainting.png,선글라스,서기,정면,없음,갈색,단색,금색,없음
199022,충돌,Lanier Swan,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199022%2Fpainting.png,없음,서기,정면,없음,흑발,단색,오드아이,없음
199023,충돌,아색채화,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199023%2Fpainting.png,없음,서기,후면,없음,갈색,단색,청색,없음
199030,충돌,앵커리지,https://wsrv.nl/?w=400&output=jpg&bg=white&url=https%3A%2F%2Fraw.githubusercontent.com%2FJforPlay%2Fdata_for_toy%2Fmain%2Foutput_expressions%2F199030%2Fpainting.png,없음,눕기,정면,없음,금발,단색,보라,없음
