클뜯 id,아이웨어,자세,방향,강조부위,머리색,머리 다중색,눈색,수인특징
108081,없음,서기,후면,없음,보라,단색,보라,없음
108090,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,없음
108091,없음,기타,후면,없음,은발·백발,단색,은색·회색,없음
112010,없음,서기,정면,없음,은발·백발,단색,청색,없음
112011,없음,서기,정면,없음,은발·백발,단색,청색,없음
118020,없음,서기,후면,없음,금발,단색,청색,없음
118021,없음,서기,후면,없음,금발,단색,청색,없음
118022,없음,엎드리기,정면,엉덩이,금발,단색,청색,없음
131170,없음,기타,정면,없음,은발·백발,단색,적색,없음
131171,없음,엎드리기,후면,없음,은발·백발,단색,금색,없음
131172,없음,엎드리기,정면,없음,은발·백발,단색,적색,없음
137030,없음,앉기·무릎꿇기,정면,없음,분홍,단색,보라,없음
137031,없음,앉기·무릎꿇기,정면,없음,분홍,단색,보라,없음
137060,고글,서기,후면,없음,은발·백발,단색,보라,없음
137061,없음,눕기,정면,없음,은발·백발,단색,보라,없음
199010,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
199011,없음,앉기·무릎꿇기,후면,없음,은발·백발,단색,갈색,없음
199012,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
199013,없음,서기,정면,없음,은발·백발,그라데이션,보라,없음
199020,없음,서기,정면,없음,흑발,단색,청색,없음
199021,선글라스,서기,정면,없음,갈색,단색,금색,없음
199022,없음,서기,정면,없음,흑발,단색,오드아이,없음
199023,없음,서기,정면,없음,갈색,단색,청색,없음
199030,없음,기타,정면,다리·발,금발,단색,보라,없음
199031,없음,엎드리기,정면,다리·발,금발,단색,분홍,없음
199032,없음,엎드리기,후면,엉덩이,금발,단색,분홍,없음
199033,없음,앉기·무릎꿇기,정면,엉덩이,금발,단색,분홍,없음
199038,없음,서기,후면,없음,금발,단색,,없음
199040,없음,서기,정면,없음,은발·백발,단색,보라,없음
199041,없음,서기,후면,엉덩이,은발·백발,단색,보라,없음
199042,없음,서기,후면,없음,은발·백발,단색,보라,없음
199050,없음,서기,정면,없음,은발·백발,단색,적색,없음
199051,없음,앉기·무릎꿇기,후면,엉덩이,은발·백발,단색,적색,동물귀
199060,없음,서기,정면,없음,흑발,단색,분홍,없음
199061,없음,엎드리기,정면,가슴,보라,그라데이션,분홍,동물귀
201010,없음,서기,정면,없음,금발,단색,청색,없음
201011,없음,서기,정면,없음,금발,단색,청색,없음
201019,없음,기타,정면,없음,금발,단색,청색,없음
201020,없음,앉기·무릎꿇기,정면,없음,흑발,그라데이션,청색,없음
201021,없음,앉기·무릎꿇기,정면,없음,흑발,그라데이션,청색,없음
201022,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,청색,없음
201023,없음,앉기·무릎꿇기,후면,엉덩이,흑발,단색,청색,"동물귀, 꼬리"
201029,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,청색,없음
201030,없음,서기,정면,없음,금발,그라데이션,청색,없음
201031,없음,서기,정면,없음,금발,단색,청색,없음
201032,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,동물귀
201039,없음,서기,정면,없음,금발,단색,청색,없음
201060,없음,서기,정면,없음,갈색,단색,청색,없음
201070,없음,서기,정면,없음,은발·백발,단색,적색,없음
201080,없음,서기,정면,없음,녹발,그라데이션,적색,없음
201089,없음,서기,정면,없음,녹발,단색,적색,없음
201090,없음,서기,정면,없음,금발,그라데이션,적색,없음
201099,없음,서기,정면,없음,금발,단색,적색,없음
201100,없음,서기,정면,없음,은발·백발,단색,분홍,없음
201101,없음,서기,정면,없음,은발·백발,단색,보라,없음
201102,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,분홍,없음
201103,없음,서기,정면,없음,은발·백발,단색,분홍,없음
201104,없음,서기,정면,없음,은발·백발,단색,오드아이,없음
201105,없음,서기,정면,없음,은발·백발,단색,적색,없음
201109,없음,서기,정면,없음,은발·백발,단색,보라,없음
201110,없음,서기,정면,없음,금발,단색,청색,없음
201119,없음,서기,정면,없음,금발,단색,청색,없음
201120,없음,서기,정면,없음,은발·백발,단색,보라,없음
201121,없음,앉기·무릎꿇기,후면,없음,은발·백발,단색,보라,없음
201129,없음,서기,정면,없음,은발·백발,단색,보라,없음
201130,없음,서기,정면,없음,은발·백발,그라데이션,적색,없음
201140,없음,서기,정면,없음,회색,그라데이션,녹색,없음
201141,없음,서기,후면,없음,청발,단색,녹색,없음
201149,없음,서기,정면,없음,청발,단색,녹색,없음
201160,없음,서기,정면,없음,금발,단색,청색,없음
201200,없음,서기,정면,없음,금발,단색,적색,없음
201210,없음,기타,정면,다리·발,보라,단색,녹색,없음
201212,없음,서기,정면,없음,보라,단색,녹색,없음
201213,없음,서기,정면,없음,보라,그라데이션,청색,없음
201214,없음,앉기·무릎꿇기,정면,다리·발,보라,단색,녹색,없음
201215,없음,앉기·무릎꿇기,정면,없음,보라,단색,청색,없음
201216,없음,서기,후면,없음,보라,단색,녹색,없음
201217,없음,서기,후면,없음,보라,단색,녹색,없음
201218,없음,앉기·무릎꿇기,정면,없음,보라,단색,녹색,없음
201219,없음,서기,정면,없음,보라,단색,녹색,없음
201220,없음,앉기·무릎꿇기,정면,없음,분홍,그라데이션,보라,없음
201221,없음,서기,후면,없음,분홍,단색,보라,없음
201230,없음,서기,정면,없음,은발·백발,단색,보라,날개
201231,없음,서기,후면,없음,은발·백발,단색,적색,없음
201232,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,날개
201233,없음,서기,정면,없음,은발·백발,단색,적색,없음
201234,없음,서기,정면,없음,은발·백발,단색,적색,없음
201235,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,없음
201238,없음,서기,정면,없음,은발·백발,단색,적색,없음
201240,없음,서기,정면,없음,보라,그라데이션,청색,없음
201241,없음,눕기,정면,없음,은발·백발,그라데이션,청색,없음
201250,없음,서기,정면,없음,적발,그라데이션,금색,없음
201260,없음,기타,정면,없음,보라,단색,보라,없음
201261,없음,앉기·무릎꿇기,정면,없음,보라,단색,보라,없음
201270,없음,서기,정면,없음,갈색,단색,금색,없음
201290,없음,서기,정면,없음,분홍,단색,적색,동물귀
201320,안경,기타,정면,없음,흑발,단색,은색·회색,없음
201321,없음,앉기·무릎꿇기,정면,없음,흑발,단색,보라,없음
201330,없음,거꾸로,정면,없음,금발,단색,청색,없음
201331,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
201332,없음,기타,정면,없음,금발,단색,청색,없음
201333,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
201340,없음,앉기·무릎꿇기,정면,없음,보라,그라데이션,보라,없음
201341,없음,서기,정면,없음,흑발,그라데이션,보라,없음
201350,없음,서기,정면,없음,청발,단색,녹색,없음
201351,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,"동물귀, 꼬리, 날개"
201352,없음,서기,후면,없음,청발,단색,녹색,없음
201353,없음,서기,정면,없음,은발·백발,단색,청색,없음
201354,없음,눕기,정면,다리·발,청발,단색,청색,없음
201355,없음,엎드리기,후면,엉덩이,청발,단색,청색,없음
201358,없음,앉기·무릎꿇기,정면,없음,청발,단색,청색,없음
201360,없음,기타,정면,없음,은발·백발,단색,적색,없음
201361,없음,앉기·무릎꿇기,정면,없음,분홍,단색,적색,없음
201370,없음,서기,정면,없음,은발·백발,단색,갈색,없음
201371,없음,서기,정면,없음,은발·백발,단색,갈색,없음
201372,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,갈색,없음
201380,없음,서기,정면,없음,보라,단색,금색,없음
201381,없음,엎드리기,정면,가슴,청발,브릿지,금색,없음
201390,없음,서기,정면,없음,분홍,단색,청색,없음
201391,없음,서기,후면,없음,적발,단색,청색,없음
202010,없음,서기,정면,없음,금발,단색,청색,없음
202019,없음,서기,정면,없음,금발,그라데이션,청색,없음
202020,없음,서기,정면,없음,금발,그라데이션,보라,없음
202029,없음,서기,정면,없음,금발,단색,보라,없음
202030,없음,서기,정면,없음,은발·백발,단색,분홍,없음
202031,없음,서기,정면,없음,보라,단색,분홍,없음
202032,없음,앉기·무릎꿇기,정면,다리·발,보라,단색,분홍,없음
202039,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,그라데이션,보라,없음
202040,없음,서기,정면,없음,은발·백발,단색,분홍,없음
202041,없음,서기,정면,없음,은발·백발,단색,분홍,날개
202070,없음,앉기·무릎꿇기,정면,없음,금발,단색,녹색,없음
202071,없음,서기,정면,없음,금발,단색,녹색,없음
202072,없음,서기,정면,없음,금발,단색,녹색,없음
202078,없음,서기,정면,없음,금발,단색,녹색,없음
202080,없음,서기,정면,없음,은발·백발,단색,금색,없음
202081,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,없음
202082,없음,서기,후면,없음,은발·백발,단색,금색,없음
202083,없음,앉기·무릎꿇기,후면,없음,금발,단색,금색,없음
202084,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,단색,금색,없음
202085,없음,앉기·무릎꿇기,정면,없음,금발,단색,금색,날개
202090,없음,서기,정면,없음,은발·백발,단색,녹색,없음
202091,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,단색,녹색,"날개, 꼬리"
202092,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,녹색,없음
202100,없음,서기,정면,없음,보라,단색,금색,없음
202101,없음,서기,정면,없음,보라,단색,금색,없음
202102,없음,기타,정면,가슴,보라,단색,금색,없음
202110,안경,기타,정면,없음,은발·백발,단색,청색,없음
202111,안경,앉기·무릎꿇기,정면,없음,은발·백발,단색,은색·회색,없음
202112,안경,서기,정면,없음,은발·백발,단색,보라,없음
202120,없음,서기,정면,없음,은발·백발,단색,보라,없음
202121,없음,서기,정면,없음,은발·백발,단색,보라,없음
202122,없음,서기,정면,없음,은발·백발,단색,보라,없음
202123,없음,서기,정면,없음,은발·백발,단색,보라,없음
202124,없음,서기,정면,없음,은발·백발,단색,보라,없음
202125,없음,서기,정면,없음,은발·백발,단색,보라,없음
202126,없음,서기,정면,없음,은발·백발,단색,보라,없음
202127,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,단색,보라,없음
202128,없음,서기,정면,없음,은발·백발,단색,청색,없음
202130,없음,서기,정면,없음,청발,단색,보라,없음
202140,없음,서기,정면,없음,분홍,단색,갈색,없음
202150,없음,앉기·무릎꿇기,정면,다리·발,금발,단색,녹색,없음
202151,없음,서기,후면,없음,금발,단색,녹색,없음
202152,없음,서기,정면,없음,금발,단색,녹색,없음
202153,없음,서기,정면,없음,금발,단색,녹색,없음
202158,없음,서기,정면,없음,금발,단색,녹색,없음
202160,없음,서기,정면,없음,금발,단색,녹색,없음
202161,없음,서기,정면,없음,금발,단색,녹색,없음
202170,없음,서기,정면,없음,적발,단색,금색,없음
202171,고글,기타,정면,없음,적발,단색,금색,없음
202172,없음,앉기·무릎꿇기,정면,없음,적발,단색,금색,없음
202180,없음,서기,정면,없음,은발·백발,단색,보라,없음
202190,없음,서기,정면,없음,갈색,단색,청색,없음
202191,없음,서기,정면,없음,갈색,단색,청색,없음
202199,없음,서기,정면,없음,갈색,단색,청색,없음
202200,없음,기타,정면,없음,은발·백발,단색,적색,없음
202201,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,없음
202202,선글라스,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,없음
202203,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,분홍,없음
202204,없음,기타,정면,다리·발,은발·백발,단색,적색,없음
202208,없음,서기,후면,다리·발,은발·백발,단색,적색,없음
202210,없음,서기,정면,없음,갈색,단색,청색,없음
202211,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,청색,없음
202219,없음,서기,정면,없음,흑발,단색,청색,없음
202220,없음,서기,정면,없음,보라,단색,은색·회색,없음
202221,없음,앉기·무릎꿇기,정면,다리·발,보라,단색,청색,없음
202229,없음,기타,정면,없음,보라,단색,청색,없음
202230,없음,서기,정면,없음,금발,단색,분홍,없음
202231,안경,서기,정면,없음,갈색,단색,적색,없음
202232,없음,앉기·무릎꿇기,정면,없음,갈색,단색,적색,없음
202233,없음,앉기·무릎꿇기,정면,없음,금발,단색,적색,없음
202240,없음,서기,정면,없음,분홍,단색,적색,없음
202241,없음,서기,정면,없음,분홍,단색,분홍,없음
202242,없음,앉기·무릎꿇기,정면,다리·발,분홍,단색,분홍,없음
202243,없음,서기,정면,없음,적발,단색,분홍,없음
202244,없음,앉기·무릎꿇기,정면,없음,적발,단색,적색,"동물귀, 꼬리"
202248,없음,앉기·무릎꿇기,정면,없음,분홍,단색,분홍,없음
202250,없음,서기,정면,없음,은발·백발,단색,금색,없음
202260,없음,서기,정면,없음,갈색,단색,청색,없음
202261,없음,서기,정면,없음,흑발,단색,청색,없음
202270,없음,서기,정면,없음,은발·백발,단색,금색,없음
202271,없음,서기,정면,없음,은발·백발,단색,녹색,없음
202272,없음,서기,정면,없음,은발·백발,단색,금색,없음
202273,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,없음
202274,없음,서기,정면,없음,은발·백발,단색,금색,없음
202275,없음,서기,후면,없음,은발·백발,단색,금색,없음
202278,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,없음
202280,없음,서기,정면,없음,은발·백발,단색,분홍,없음
202290,없음,서기,정면,없음,보라,단색,보라,없음
202291,없음,앉기·무릎꿇기,정면,없음,보라,단색,보라,없음
202292,없음,서기,정면,없음,보라,단색,보라,없음
202300,없음,서기,정면,가슴,회색,단색,갈색,없음
202301,없음,앉기·무릎꿇기,정면,없음,흑발,단색,은색·회색,없음
202302,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,갈색,없음
202303,없음,서기,정면,가슴,은발·백발,단색,갈색,없음
202310,안경,서기,정면,없음,은발·백발,단색,보라,없음
202311,없음,서기,정면,없음,은발·백발,단색,보라,없음
202320,안경,서기,정면,없음,은발·백발,단색,금색,없음
202330,없음,서기,정면,없음,은발·백발,단색,적색,없음
202331,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,없음
202332,없음,서기,정면,없음,은발·백발,단색,적색,없음
202333,없음,서기,정면,없음,은발·백발,단색,적색,없음
202340,없음,서기,정면,없음,보라,그라데이션,보라,없음
202341,없음,서기,후면,엉덩이,보라,단색,보라,없음
202350,없음,서기,정면,없음,흑발,브릿지,보라,없음
202351,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,보라,동물귀
202360,없음,서기,정면,없음,흑발,단색,적색,없음
202361,없음,서기,정면,없음,흑발,단색,적색,없음
203010,안경,서기,정면,없음,갈색,그라데이션,적색,없음
203011,안경,앉기·무릎꿇기,정면,없음,흑발,단색,적색,없음
203018,안경,앉기·무릎꿇기,정면,없음,갈색,단색,적색,없음
203019,안경,서기,정면,없음,갈색,단색,적색,없음
203020,없음,서기,정면,없음,녹발,단색,금색,없음
203029,없음,서기,정면,없음,녹발,단색,금색,없음
203030,없음,서기,정면,없음,은발·백발,단색,적색,없음
203040,없음,서기,정면,없음,분홍,단색,보라,동물귀
203049,없음,서기,정면,없음,분홍,단색,청색,동물귀
203050,없음,앉기·무릎꿇기,정면,다리·발,금발,단색,보라,없음
203060,없음,서기,정면,없음,금발,단색,보라,없음
203070,없음,서기,정면,없음,갈색,단색,녹색,없음
203071,없음,서기,후면,없음,갈색,단색,녹색,없음
203072,없음,앉기·무릎꿇기,정면,가슴,갈색,단색,녹색,없음
203078,없음,서기,정면,없음,갈색,단색,녹색,없음
203079,없음,서기,정면,없음,갈색,단색,녹색,없음
203080,없음,서기,정면,없음,갈색,단색,녹색,없음
203081,없음,서기,정면,없음,갈색,단색,녹색,없음
203089,없음,서기,정면,없음,갈색,단색,녹색,없음
203090,없음,서기,정면,없음,금발,단색,청색,없음
203091,없음,서기,정면,없음,금발,단색,청색,없음
203092,없음,앉기·무릎꿇기,정면,다리·발,금발,단색,청색,없음
203100,없음,서기,정면,없음,흑발,브릿지,은색·회색,동물귀
203130,없음,서기,정면,없음,보라,단색,금색,날개
203131,없음,앉기·무릎꿇기,정면,없음,보라,단색,금색,"뿔, 날개"
204010,없음,서기,정면,없음,금발,단색,청색,없음
204011,없음,앉기·무릎꿇기,정면,다리·발,금발,단색,청색,없음
204020,없음,서기,정면,없음,갈색,단색,청색,없음
204021,없음,앉기·무릎꿇기,정면,없음,갈색,단색,청색,없음
204030,없음,서기,정면,없음,금발,단색,은색·회색,없음
204031,선글라스,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
204032,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
204033,없음,서기,정면,없음,금발,단색,청색,없음
204034,없음,기타,후면,없음,금발,단색,청색,없음
204035,없음,서기,정면,없음,금발,단색,청색,없음
204038,없음,서기,정면,없음,금발,단색,청색,없음
204040,없음,서기,후면,없음,금발,단색,청색,없음
205010,없음,서기,정면,없음,금발,단색,은색·회색,없음
205011,없음,서기,정면,없음,금발,단색,청색,없음
205012,없음,서기,정면,없음,금발,단색,청색,없음
205013,없음,서기,정면,없음,금발,단색,청색,없음
205014,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
205015,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
205016,없음,눕기,정면,없음,금발,단색,청색,없음
205020,없음,서기,정면,없음,금발,단색,보라,없음
205021,없음,서기,정면,없음,금발,단색,보라,없음
205022,없음,앉기·무릎꿇기,정면,없음,금발,단색,보라,동물귀
205023,없음,서기,정면,없음,금발,단색,보라,없음
205029,없음,서기,정면,없음,금발,단색,보라,없음
205030,없음,서기,정면,없음,금발,단색,적색,없음
205031,없음,앉기·무릎꿇기,정면,없음,금발,단색,적색,없음
205032,없음,서기,후면,없음,금발,단색,적색,없음
205039,없음,서기,정면,없음,금발,단색,적색,없음
205040,없음,서기,정면,없음,은발·백발,단색,보라,없음
205041,없음,앉기·무릎꿇기,정면,다리·발,보라,그라데이션,보라,없음
205043,없음,앉기·무릎꿇기,정면,없음,은발·백발,그라데이션,보라,없음
205048,없음,서기,정면,없음,보라,단색,청색,없음
205050,없음,서기,정면,없음,금발,단색,적색,없음
205051,없음,서기,정면,없음,금발,단색,적색,없음
205060,없음,서기,정면,없음,금발,단색,적색,없음
205061,없음,서기,후면,엉덩이,금발,단색,적색,없음
205062,없음,서기,정면,없음,금발,단색,갈색,없음
205064,없음,앉기·무릎꿇기,정면,없음,금발,단색,적색,없음
205065,없음,서기,후면,다리·발,금발,단색,적색,없음
205070,없음,서기,정면,없음,분홍,단색,청색,없음
205072,없음,앉기·무릎꿇기,정면,없음,적발,단색,적색,없음
205073,없음,앉기·무릎꿇기,정면,없음,분홍,단색,청색,없음
205074,안경,앉기·무릎꿇기,정면,다리·발,분홍,단색,청색,없음
205090,없음,서기,정면,없음,금발,단색,청색,없음
205091,없음,서기,정면,없음,금발,단색,청색,없음
205092,없음,앉기·무릎꿇기,정면,없음,금발,그라데이션,녹색,없음
205093,없음,앉기·무릎꿇기,정면,다리·발,금발,브릿지,청색,꼬리
205100,없음,서기,정면,없음,은발·백발,단색,적색,없음
205101,없음,서기,정면,없음,은발·백발,단색,적색,없음
205102,없음,서기,정면,없음,은발·백발,단색,적색,없음
205110,없음,서기,정면,없음,은발·백발,단색,금색,없음
205111,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,없음
205130,없음,서기,정면,없음,금발,단색,청색,없음
205131,없음,앉기·무릎꿇기,정면,다리·발,금발,단색,청색,없음
205140,없음,서기,정면,없음,금발,단색,보라,없음
205141,없음,엎드리기,정면,없음,금발,단색,보라,없음
205160,없음,앉기·무릎꿇기,정면,없음,금발,단색,금색,없음
205161,선글라스,눕기,정면,가슴,금발,단색,금색,없음
206010,없음,기타,정면,없음,은발·백발,단색,보라,없음
206019,없음,기타,정면,없음,은발·백발,단색,분홍,없음
206020,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
206021,없음,엎드리기,정면,없음,은발·백발,단색,청색,없음
206022,없음,서기,정면,가슴,은발·백발,단색,청색,없음
206023,없음,엎드리기,후면,엉덩이,은발·백발,단색,보라,없음
206030,없음,앉기·무릎꿇기,후면,없음,보라,단색,보라,없음
206031,없음,서기,정면,없음,보라,그라데이션,보라,없음
206032,없음,서기,정면,없음,보라,단색,보라,없음
206033,없음,서기,정면,없음,보라,단색,보라,없음
206034,없음,서기,정면,없음,보라,단색,보라,없음
206035,없음,서기,정면,없음,보라,단색,보라,없음
206036,없음,앉기·무릎꿇기,정면,없음,보라,그라데이션,보라,없음
206037,없음,서기,정면,없음,보라,단색,보라,없음
206038,없음,서기,정면,없음,보라,단색,보라,없음
206039,없음,서기,정면,없음,보라,단색,보라,없음
206040,없음,기타,정면,없음,금발,단색,청색,없음
206041,없음,서기,정면,없음,금발,단색,녹색,없음
206042,없음,서기,정면,없음,금발,단색,청색,없음
206050,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
206051,없음,앉기·무릎꿇기,후면,엉덩이,금발,단색,청색,없음
206052,선글라스,서기,정면,없음,금발,단색,청색,없음
206060,없음,서기,정면,없음,분홍,단색,분홍,없음
206061,없음,앉기·무릎꿇기,정면,없음,분홍,단색,분홍,없음
206062,없음,엎드리기,정면,없음,분홍,단색,분홍,없음
206070,없음,앉기·무릎꿇기,정면,없음,은발·백발,그라데이션,은색·회색,날개
206071,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,"뿔, 날개"
206072,없음,앉기·무릎꿇기,후면,없음,은발·백발,단색,청색,없음
206073,없음,서기,정면,엉덩이,은발·백발,단색,청색,없음
206080,없음,서기,정면,없음,분홍,단색,청색,날개
206081,없음,서기,정면,없음,분홍,단색,청색,날개
207010,없음,서기,정면,없음,은발·백발,단색,금색,없음
207011,없음,앉기·무릎꿇기,정면,없음,회색,단색,금색,없음
207020,없음,서기,정면,없음,흑발,단색,청색,없음
207021,안경,앉기·무릎꿇기,정면,없음,흑발,단색,청색,없음
207022,없음,서기,정면,없음,흑발,단색,청색,없음
207023,없음,서기,정면,없음,흑발,단색,청색,없음
207024,없음,서기,정면,없음,흑발,단색,청색,없음
207025,고글,서기,후면,없음,흑발,단색,청색,없음
207028,없음,서기,정면,없음,흑발,단색,청색,없음
207029,없음,서기,정면,없음,흑발,단색,청색,없음
207030,없음,서기,후면,없음,은발·백발,단색,보라,없음
207031,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,없음
207032,없음,서기,정면,없음,은발·백발,단색,청색,없음
207033,없음,서기,정면,없음,은발·백발,단색,청색,없음
207035,없음,서기,정면,없음,은발·백발,단색,보라,없음
207036,없음,서기,정면,없음,은발·백발,단색,청색,없음
207037,없음,앉기·무릎꿇기,후면,없음,은발·백발,단색,청색,없음
207038,없음,서기,정면,없음,은발·백발,단색,청색,없음
207040,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
207041,없음,서기,정면,없음,금발,단색,청색,없음
207042,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
207043,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
207050,없음,서기,정면,없음,은발·백발,단색,적색,없음
207051,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,단색,적색,없음
207052,없음,서기,정면,없음,은발·백발,단색,갈색,없음
207053,없음,서기,후면,없음,은발·백발,단색,적색,없음
207054,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,없음
207055,없음,앉기·무릎꿇기,정면,없음,금발,단색,갈색,없음
207060,없음,서기,정면,없음,금발,단색,청색,없음
207061,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,없음
207062,없음,앉기·무릎꿇기,후면,없음,금발,단색,보라,없음
207070,없음,서기,정면,없음,금발,단색,적색,날개
207071,안경,앉기·무릎꿇기,정면,다리·발,금발,단색,적색,없음
207072,없음,앉기·무릎꿇기,정면,없음,금발,단색,적색,없음
207090,없음,서기,정면,없음,은발·백발,단색,청색,없음
207110,없음,서기,정면,없음,은발·백발,단색,청색,없음
207120,없음,앉기·무릎꿇기,정면,없음,흑발,단색,녹색,없음
207121,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,녹색,없음
207130,없음,서기,정면,없음,은발·백발,단색,분홍,없음
207140,없음,서기,정면,없음,은발·백발,단색,적색,없음
213010,없음,서기,정면,없음,은발·백발,단색,적색,동물귀
213011,없음,서기,정면,없음,은발·백발,단색,분홍,없음
213012,없음,기타,정면,다리·발,은발·백발,단색,적색,없음
213020,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,없음
213021,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,없음
213040,없음,서기,정면,없음,금발,단색,청색,없음
213041,없음,서기,정면,없음,금발,단색,청색,없음
213042,없음,서기,정면,없음,금발,단색,청색,동물귀
213043,없음,서기,후면,엉덩이,금발,단색,청색,없음
231210,없음,앉기·무릎꿇기,정면,없음,보라,단색,녹색,없음
236030,없음,기타,정면,없음,보라,단색,보라,없음
236031,없음,서기,정면,없음,보라,단색,보라,없음
236032,없음,기타,정면,없음,보라,단색,보라,없음
237030,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,없음
299010,없음,서기,정면,없음,청발,단색,적색,없음
299011,없음,서기,정면,없음,청발,단색,금색,없음
299012,없음,서기,정면,없음,청발,단색,금색,없음
299013,없음,기타,정면,가슴,청발,단색,금색,동물귀
299020,없음,서기,정면,없음,적발,단색,보라,없음
299021,없음,앉기·무릎꿇기,정면,없음,적발,단색,보라,없음
299022,없음,서기,정면,없음,적발,단색,보라,없음
299023,없음,서기,정면,다리·발,적발,단색,보라,없음
299024,없음,엎드리기,정면,가슴,적발,단색,분홍,없음
299030,없음,서기,정면,없음,흑발,브릿지,청색,"동물귀, 꼬리"
299031,선글라스,앉기·무릎꿇기,정면,다리·발,흑발,브릿지,청색,"동물귀, 꼬리"
299032,없음,서기,정면,없음,흑발,브릿지,청색,없음
299033,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,청색,없음
299034,없음,엎드리기,정면,없음,흑발,브릿지,청색,"동물귀, 꼬리"
299038,없음,서기,정면,없음,흑발,브릿지,청색,동물귀
299040,없음,서기,정면,없음,은발·백발,단색,금색,없음
299041,없음,앉기·무릎꿇기,후면,엉덩이,은발·백발,단색,금색,없음
299050,없음,서기,정면,없음,은발·백발,단색,보라,날개
299051,없음,눕기,정면,없음,은발·백발,브릿지,보라,없음
299060,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
301010,없음,기타,후면,없음,청발,단색,금색,"동물귀, 꼬리"
301011,없음,서기,정면,없음,청발,단색,금색,동물귀
301013,없음,서기,정면,없음,청발,그라데이션,금색,없음
301014,없음,서기,정면,없음,청발,단색,금색,"동물귀, 꼬리"
301015,없음,서기,후면,없음,청발,단색,금색,없음
301016,없음,눕기,정면,다리·발,은발·백발,단색,금색,동물귀
301020,없음,서기,정면,없음,은발·백발,단색,적색,없음
301021,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,동물귀
301040,없음,서기,정면,없음,은발·백발,단색,금색,"동물귀, 꼬리"
301041,없음,서기,정면,없음,은발·백발,단색,금색,꼬리
301042,없음,앉기·무릎꿇기,후면,없음,은발·백발,단색,금색,"동물귀, 꼬리"
301043,없음,엎드리기,정면,엉덩이,은발·백발,단색,금색,"동물귀, 꼬리"
301050,없음,서기,정면,없음,은발·백발,단색,적색,없음
301051,안대,기타,정면,없음,은발·백발,단색,적색,없음
301053,없음,서기,정면,없음,금발,단색,적색,없음
301054,없음,서기,정면,없음,은발·백발,단색,금색,없음
301055,없음,서기,정면,없음,은발·백발,단색,금색,없음
301056,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,뿔
301057,없음,서기,정면,없음,금발,단색,금색,없음
301058,없음,서기,정면,없음,은발·백발,단색,금색,없음
